term.label,narrower,broader
http://id.nlm.nih.gov/mesh/2019/C000621962 | GPR39-C3 | TC-G 1008 | N-(3-chloro-4-(((2-(methylamino)-6-(2-pyridinyl)-4-pyrimidinyl)amino)methyl)phenyl)methanesulfonamide
http://id.nlm.nih.gov/mesh/2019/C000291 | AY 9928 | AY 9928, dihydrochloride, (trans)-isomer | N,N'-bis(1-naphthylmethyl)-1,4-cyclohexanebis(methylamine).2HCl
http://id.nlm.nih.gov/mesh/2019/C000411 | BW 392C60 | BW 392C60, monohydroiodide | N-(o-chlorobenzyl)-N',N''-dimethylguanidine sulfate
http://id.nlm.nih.gov/mesh/2019/C000411 | BW 392C60 | BW 392C60 sulfate (2:1) | N-(o-chlorobenzyl)-N',N''-dimethylguanidine sulfate
http://id.nlm.nih.gov/mesh/2019/C000434 | Lilly 51641 | Lilly 51641monohydrochloride | N-((beta-chlorophenoxy)ethyl)cyclopropylamine
http://id.nlm.nih.gov/mesh/2019/C000446 | BA 41799 | BA 41799 hydrochloride | 2-(p-chlorophenyl)-2-(piperidyl)tetrahydrofuran
http://id.nlm.nih.gov/mesh/2019/C000589551 | IMC-76 | NSC 59276 | 17-(1-(6-methoxy-2H-benzo(e)(1,3)oxazin-3(4H)-yl)ethyl)-10,13-dimethylhexadecahydro-1H-cyclopenta(a)phenanthren-3-ol
http://id.nlm.nih.gov/mesh/2019/C000591008 | 7-(6-fluoropyridin-3-yl)-5H-pyrido(4,3-b)indole | T-807 | AV-1451
http://id.nlm.nih.gov/mesh/2019/C000591008 | 7-(6-fluoropyridin-3-yl)-5H-pyrido(4,3-b)indole | (18)AV-1451 | AV-1451
http://id.nlm.nih.gov/mesh/2019/C000591008 | 7-(6-fluoropyridin-3-yl)-5H-pyrido(4,3-b)indole | (18F)T807 compound | AV-1451
http://id.nlm.nih.gov/mesh/2019/C000591008 | 7-(6-fluoropyridin-3-yl)-5H-pyrido(4,3-b)indole | (18F)flortaucipir | AV-1451
http://id.nlm.nih.gov/mesh/2019/C000591719 | fluxapyroxad | Xemium | 3-(difluoromethyl)-1-methyl-N-(3',4',5'-trifluoro(1,1'-biphenyl)-2-yl)-1H-pyrazole-4-carboxamide
http://id.nlm.nih.gov/mesh/2019/C000590915 | Aticaprant | LY2456302 | 3-fluoro4-(4-((2-(3,5-dimethylphenyl)pyrrolidin-1-yl)methyl)phenoxy)benzamide
http://id.nlm.nih.gov/mesh/2019/C000590915 | Aticaprant | CERC-501 | 3-fluoro4-(4-((2-(3,5-dimethylphenyl)pyrrolidin-1-yl)methyl)phenoxy)benzamide
http://id.nlm.nih.gov/mesh/2019/C000598618 | mirogabalin | DS-5565 | aminomethyl)-3-ethyl-bicyclo(3.2.0)hept-3-ene-6-acetic acid
http://id.nlm.nih.gov/mesh/2019/C000599657 | VU0468809 | ML395 | N-(2-(4-oxo-1-pyridin-3-ylmethyl)-1,3,8-triazaspiro(4.5)decan-8-yl)-2-naphthamide
http://id.nlm.nih.gov/mesh/2019/C000599710 | MK-6577 | (18F)MK-6577 | 2,4-dichloro-N-(1-(4-(6-fluoropyridin-2-yl)-1-(propylsulfonyl)piperidin-4-yl)methyl)benzamide
http://id.nlm.nih.gov/mesh/2019/C000600167 | PSS232 | 3-(pyridin-2-ylethynyl)cyclohex-2-enone O-(3-(2-(18F)-fluoroethoxy)propyl)oxime | 3-(pyridin-2-ylethynyl)cyclohex-2-enone O-(3-(2-fluoroethoxy)propyl)oxime
http://id.nlm.nih.gov/mesh/2019/C000600167 | PSS232 | (18F)PSS232 | 3-(pyridin-2-ylethynyl)cyclohex-2-enone O-(3-(2-fluoroethoxy)propyl)oxime
http://id.nlm.nih.gov/mesh/2019/C000600808 | UR-DE257 | N-(6-(3,4-dioxo-2-(3-(3-(piperidin-1-ylmethyl)phenoxy)propylamino)cyclobut-1-enylamino)hexyl)-(2,3-3H2)propionic amide | N-(6-(3,4-dioxo-2-(3-(3-(piperidin-1-ylmethyl)phenoxy)propylamino)cyclobut-1-enylamino)hexyl)propionic amide
http://id.nlm.nih.gov/mesh/2019/C000600813 | TBA-354 | SN31354 | 2-nitro-6-((6-(4-trifluoromethoxy)phenyl)pyridine-3-yl)methoxy)-6,7-dihydro-5H-imidazo(2,1-b)(1,3)oxazine
http://id.nlm.nih.gov/mesh/2019/C000600966 | RSR056 azetidine | ethyl 2-(6-(cyclopropylmethoxy)-5-(3-(methoxy-11C)azetidin-1-yl)picolinamido)-2-ethylbutanoate | ethyl 2-(6-(cyclopropylmethoxy)-5-(3-methoxyazetidin-1-yl)picolinamido)-2-ethylbutanoate
http://id.nlm.nih.gov/mesh/2019/C066892 | CP 96345 | CP 96344 | 2-(diphenylmethyl)-N-((2-methoxyphenyl)methyl)-1-azabicyclo(2.2.2)octan-3-amine
http://id.nlm.nih.gov/mesh/2019/C067012 | CI 966 | CI-966 free base | 1-(2-(bis(4-(trifluoromethyl)phenyl)methox)ethyl)-1,2,5,6-tetrahydro-3-pyrdinecarboxylic acid
http://id.nlm.nih.gov/mesh/2019/C067073 | BE 14348D | BE 14348E | 8-chloro-2(S)-3(S)-3-methyl-4',5,7-trihydroxyflavanone
http://id.nlm.nih.gov/mesh/2019/C067217 | SK&F 84210 | SK&F L-190144 | N,N'-(5-((1-(5-acetyl-4-hydroxy-2,6-dioxo-2H-pyran-3(6H)-ylidene)ethyl)amino)-1,3-phenylene)bis(2,3-dihydroxypropanamide)
http://id.nlm.nih.gov/mesh/2019/C067406 | WAY 120491 | WAY 120491, (trans)-isomer | 2-(3,4-dihydro-3-hydroxy-2,2-dimethyl-6-(trifluoromethoxy)-2H-1-benzopyran-4-yl)-2,3-dihydro-1H-isoindol-1-one
http://id.nlm.nih.gov/mesh/2019/C067413 | R 82913 | R 82913, (R)-isomer | 4,5,6,7-tetrahydro-9-chloro-5-methyl-6-(3-methyl-2-butenyl)imidazo(4,5,1-jk)(1,4)benzodiazepin-2-(1H)-thione
http://id.nlm.nih.gov/mesh/2019/C067587 | 12-tungstoborate | sodium 12-tungstoborate | tungstoboric acid
http://id.nlm.nih.gov/mesh/2019/C067587 | 12-tungstoborate | 12-tungstoborate, potassium salt | tungstoboric acid
http://id.nlm.nih.gov/mesh/2019/C067658 | 2-bromobutyrate | 2-bromobutyrate, (+-)-isomer | 2-bromobutanoic acid
http://id.nlm.nih.gov/mesh/2019/C067730 | RTI-COC 32 | RTI-COC 32 methyl-(11C) ester, (1R-(exo,exo)) | 3-(4-methylphenyl)tropane-2-carboxylic acid methyl ester
http://id.nlm.nih.gov/mesh/2019/C067834 | RB 6145 | CI 1010 | alpha-(((2-bromoethyl)amino)methyl)-2-nitro-1H-imidazole-1-ethanol
http://id.nlm.nih.gov/mesh/2019/C067834 | RB 6145 | PD 144872 | alpha-(((2-bromoethyl)amino)methyl)-2-nitro-1H-imidazole-1-ethanol
http://id.nlm.nih.gov/mesh/2019/C067838 | S 11568 | S 12967 | (((amino-2-ethoxy)-2-ethoxy)methyl)-2-(dichloro-2',3'-phenyl)-4-ethoxycarbonyl-3-methoxycarbonyl-5-methyl-6-dihydro-1,4-pyridine
http://id.nlm.nih.gov/mesh/2019/C067838 | S 11568 | S 12968 | (((amino-2-ethoxy)-2-ethoxy)methyl)-2-(dichloro-2',3'-phenyl)-4-ethoxycarbonyl-3-methoxycarbonyl-5-methyl-6-dihydro-1,4-pyridine
http://id.nlm.nih.gov/mesh/2019/C068246 | U 65556A | U 65556A hydrochloride | 2,3-dihydro-N,N-dimethyl-1H-phenalen-2-amine
http://id.nlm.nih.gov/mesh/2019/C068980 | KRM 1648 | ABI 1648 | 3'-hydroxy-5'-(4-isobutylpiperazinyl)benzoxazinorifamycin
http://id.nlm.nih.gov/mesh/2019/C000624963 | AZD5122 | (14C)AZD5122 | N-(2-(2,3-difluorobenzylthio)-6-(3,4-dihydroxybutan-2-ylamino)pyrimidin-4-yl)azetidine-1-sulfonamide
http://id.nlm.nih.gov/mesh/2019/C000624964 | BMS-823778 | (14C)BMS-823778 | 2-(3-(1-(4-chlorophenyl)cyclopropyl)-(1,2,4)triazolo(4,3-a)pyridin-8-yl)propan-2-ol
http://id.nlm.nih.gov/mesh/2019/C000625742 | PF-06840003 | EOS200271 | 3-(5-fluoro-1H-indol-3-yl)pyrrolidine-2,5-dione
http://id.nlm.nih.gov/mesh/2019/C000625196 | 4-methoxy-beta-nitrostyrene | trans-4-methoxy-beta-nitrostyrene | 4-methyl-beta-nitrostyrene
http://id.nlm.nih.gov/mesh/2019/C000625785 | motesanib diphosphate | AMG 706 | motesanib
http://id.nlm.nih.gov/mesh/2019/C002480 | methylthio-ADP | (3H)2-MeS-ADP | 2MeSADP
http://id.nlm.nih.gov/mesh/2019/C002480 | methylthio-ADP | methylthio-ADP, P'-(32)P-labeled | 2MeSADP
http://id.nlm.nih.gov/mesh/2019/C000702 | isometamidium chloride | Samorin | isometamidium
http://id.nlm.nih.gov/mesh/2019/C000702 | isometamidium chloride | isometamidium chloride, monohydrochloride | isometamidium
http://id.nlm.nih.gov/mesh/2019/C000702 | isometamidium chloride | Veridium | isometamidium
http://id.nlm.nih.gov/mesh/2019/C000628213 | PF-04802367 | PF-367 | N-(3-(1H-1,2,4-triazol-1-yl)propyl)-5-(3-chloro-4-methoxyphenyl)oxazole-4-carboxamide
http://id.nlm.nih.gov/mesh/2019/C000628757 | glandulamines | glandulamine A | glandulamine C
http://id.nlm.nih.gov/mesh/2019/C000628757 | glandulamines | glandulamine B | glandulamine C
http://id.nlm.nih.gov/mesh/2019/C000628757 | glandulamines | glandulamine D | glandulamine C
http://id.nlm.nih.gov/mesh/2019/C000628781 | QSY-9 | QSY9 succinimidyl ester | N-(9-(2-((4-(((2,5-dioxopyrrolidin-1-yl)oxy)carbonyl)piperidin-1-yl)sulfonyl)phenyl)-6-(methyl(4-sulfophenyl)amino)-3H-xanthen-3-ylidene)-N-methyl-4-sulfoanilinium chloride
http://id.nlm.nih.gov/mesh/2019/C000628791 | DC_MO1 | DC_M01_7 | (E)-N,N-diethyl-4-(2-(5-fluorobenzo(d)thiazol-2-yl)vinyl)benzenesulfonamide
http://id.nlm.nih.gov/mesh/2019/C000628791 | DC_MO1 | DC_M01_7 | (E)-4-(2-(benzo(d)thiazol-2-yl)vinyl)-N,N-diethylbenzenesulfonamide
http://id.nlm.nih.gov/mesh/2019/C000629109 | IUR-1601 | (18F)IUR-1601 | (S)-N-(2-chloro-3-(trifluoromethyl)benzyl)-1-(2-fluoroethyl)-5-oxopyrrolidine-2-carboxamide
http://id.nlm.nih.gov/mesh/2019/C000629109 | IUR-1601 | (18F)IUR-1601 | ((S)-N-(2-chloro-3-(trifluoromethyl)benzyl)-1-(2-(18F)fluoroethyl)-5-oxopyrrolidine-2-carboxamide
http://id.nlm.nih.gov/mesh/2019/C000629481 | AM9405 | GAT379 | (2-(2,6-dihydroxy-4-(2-methyloctan-2-yl)phenyl)-1,3-dimethyl-1H-benzo(d)imidazol-3-ium bromide
http://id.nlm.nih.gov/mesh/2019/C000629719 | HM01 | ghrelin agonist HM01 | 3((1R)-1-(2,3-dichloro-4-methoxyphenyl)ethyl)-1-methyl-1-((4S)-1,3,3-trimethylpiperidin-4-yl)urea
http://id.nlm.nih.gov/mesh/2019/C000630152 | deschloroetizolam | MFCD02942552 | 2-Ethyl-9-methyl-4-phenyl-6H-thieno(3,2-f)(1,2,4)triazolo(4,3-a)(1,4)diazepine
http://id.nlm.nih.gov/mesh/2019/C000630574 | linrodostat | BMS-986205 | (2R)-N-(4-Chlorophenyl)-2-(cis-4-(6-fluoro-4-quinolinyl)cyclohexyl)propanamide
http://id.nlm.nih.gov/mesh/2019/C000629097 | MIRN664 microRNA, mouse | miR-664-3p, mouse | microRNA-664-5p, mouse
http://id.nlm.nih.gov/mesh/2019/C000630656 | BI 409306 | SUB 166499 | 6-(pyridin-2-ylmethyl)-1-(tetrahydro-2H-pyran-4-yl)-1,5-dihydro-4H-pyrazolo(3,4-d)pyrimidin-4-one
http://id.nlm.nih.gov/mesh/2019/C000630707 | aziridonin 44 | YD0514 | (2R,3'S,3a'R,3a1'R,6a'R,7'S,11'S,11a'S)-1-acryloyl-7',11'-dihydroxy-5',5',8',8'-tetramethyldecahydro-2'H-spiro(aziridine-2,15'-(6a,11a)(epoxymethano)(3,3a1)ethanophenanthro(1,10-de)(1,3)dioxin)-14'-one
http://id.nlm.nih.gov/mesh/2019/C000630785 | tomivosertib | eFT508 | spiro(cyclohexane-1,3'(2'H)-imidazo(1,5-a)pyridine)-1',5'-dione, 6'-((6-amino-4-pyrimidinyl)amino)-8'-methyl-
http://id.nlm.nih.gov/mesh/2019/C001031 | SQ 10624 | SQ 10624, monohydrochloride, (E)-isomer | trans-2'-(3-dimethylaminopropoxy)-alpha-cinnamanilide
http://id.nlm.nih.gov/mesh/2019/C001122 | neomycin, prednisolone, surfen, trypsin-chymotrypsin drug combination | Dontisolon | A.F.H. ointment
http://id.nlm.nih.gov/mesh/2019/C001176 | Leyk | Leukogen | ethyl-4-carboxy alpha-phenyl-1,2-thiazolidine acetate
http://id.nlm.nih.gov/mesh/2019/C001481 | K 4423 | K 4423, hydrochloride | 1-isopropylamino-3-(1,4-ethano-1,2,3,4-tetrahydro-5- naphthoxy)propan-2-ol
http://id.nlm.nih.gov/mesh/2019/C001481 | K 4423 | K 4423, hydrochloride, (-)-isomer | 1-isopropylamino-3-(1,4-ethano-1,2,3,4-tetrahydro-5- naphthoxy)propan-2-ol
http://id.nlm.nih.gov/mesh/2019/C001481 | K 4423 | K 4423, hydrochloride, (+-)-isomer | 1-isopropylamino-3-(1,4-ethano-1,2,3,4-tetrahydro-5- naphthoxy)propan-2-ol
http://id.nlm.nih.gov/mesh/2019/C001483 | K 4540 | K 4540 monomethanesulfonate | 1-isopropylamino-3-(8-methanesulfonamido-1,4- ethano-1,2,3,4-tetrahydro-5-naphthoxy)propan-2-ol
http://id.nlm.nih.gov/mesh/2019/C001505 | alpha-ketoisovalerate | alpha-ketoisovalerate, sodium salt | alpha-keto-isovaleric acid
http://id.nlm.nih.gov/mesh/2019/C001505 | alpha-ketoisovalerate | alpha-ketoisovalerate, calcium salt | alpha-keto-isovaleric acid
http://id.nlm.nih.gov/mesh/2019/C001545 | lignosulfuric acid | AHR 2438B | lignosulfonates
http://id.nlm.nih.gov/mesh/2019/C001545 | lignosulfuric acid | lignosulfuric acid, sodium salt | lignosulfonates
http://id.nlm.nih.gov/mesh/2019/C001572 | VK 744 | VK 744 dihydrochoride | 2-(2-aminoethylamino)-4-morpholinothieno(3,2-d)pyrimidine dihydrochloride
http://id.nlm.nih.gov/mesh/2019/C001643 | podocalyxin | PODXL protein, human | glomerular sialoprotein
http://id.nlm.nih.gov/mesh/2019/C001643 | podocalyxin | Podxl protein, mouse | glomerular sialoprotein
http://id.nlm.nih.gov/mesh/2019/C001643 | podocalyxin | PODXL-1 protein, human | glomerular sialoprotein
http://id.nlm.nih.gov/mesh/2019/C001784 | SF 6847 | malonoben | 3,5-di-tert-butyl-4-hydroxybenzylidenemalononitrile
http://id.nlm.nih.gov/mesh/2019/C001963 | SU-15049 | SU-15049 citrate | 2,6-diphenyl-4-(1-pyrrolidinyl)-1-pyridinylcyclohexane
http://id.nlm.nih.gov/mesh/2019/C002122 | 1067CERM | 1067CERM hydrochloride | (2-phenyl-2-isobutyl)ethylpyrrolidine hydrochloride
http://id.nlm.nih.gov/mesh/2019/C002130 | SQ 1205 | SQ 1205, dihydrochloride, (4S-(4alpha,4aalpha,5aalpha,6beta,12aalpha))-isomer | N-alpha-bis(beta-chloroethylamino)-p-hydroxybenzyltetracycline
http://id.nlm.nih.gov/mesh/2019/C002139 | HQ-355 | HQ-355 hydrochloride | 2-fluoromethyl-3-(o-tolyl)quinazolin-4-one
http://id.nlm.nih.gov/mesh/2019/C002147 | IMET 3106 | IMET 3106 iodide | 1-methyl-2-(2-(bis(beta-chloroethyl)amino)phenyliminomethyl)quinolinium chloride
http://id.nlm.nih.gov/mesh/2019/C002384 | VK 774 | VK 774 dihyrochloride | 4-morpholino-2-piperazinothieno(3,2-D)pyrimidine dihydrochloride
http://id.nlm.nih.gov/mesh/2019/C002415 | cholesterol alpha-oxide | cholesterol alpha-oxide, 4-(14)C-labeled, (3beta,5alpha,6alpha)-isomer | cholesterol epoxide
http://id.nlm.nih.gov/mesh/2019/C002415 | cholesterol alpha-oxide | cholesterol alpha-oxide, 4-(14)C-labeled, (3beta,5beta,6beta)-isomer | cholesterol epoxide
http://id.nlm.nih.gov/mesh/2019/C002474 | tyrosine-4-azophenyltrimethylammonium chloride | L-tyrosine-4-azophenyltrimethylammonium chloride | Tyr(TMA)
http://id.nlm.nih.gov/mesh/2019/C002480 | methylthio-ADP | (3H)2-MeS-ADP | 2-MeSADP
http://id.nlm.nih.gov/mesh/2019/C002480 | methylthio-ADP | methylthio-ADP, P'-(32)P-labeled | 2-MeSADP
http://id.nlm.nih.gov/mesh/2019/C002480 | methylthio-ADP | (3H)2-MeS-ADP | 2-methylthio-ADP
http://id.nlm.nih.gov/mesh/2019/C002480 | methylthio-ADP | methylthio-ADP, P'-(32)P-labeled | 2-methylthio-ADP
http://id.nlm.nih.gov/mesh/2019/C002255 | H 65-45 | H 65-45, hydrochloride | 4-methylmetaraminol
http://id.nlm.nih.gov/mesh/2019/C003181 | polygalacturonic acid | polygalacturonic acid, homopolymer (D)-isomer | sodium polygalacturonate
http://id.nlm.nih.gov/mesh/2019/C003181 | polygalacturonic acid | polygalacturonic acid, calcium salt | sodium polygalacturonate
http://id.nlm.nih.gov/mesh/2019/C003181 | polygalacturonic acid | polygalacturonic acid, sulfated | sodium polygalacturonate
http://id.nlm.nih.gov/mesh/2019/C003181 | polygalacturonic acid | polygalacturonic acid, aluminum salt | sodium polygalacturonate
