term,label,note
http://id.nlm.nih.gov/mesh/2019/C000502 | conarachin I protein, peanut | one of two major globulins in peanut (other is arachin)
http://id.nlm.nih.gov/mesh/2019/C000521 | cutin | Cutin is meshwork of polymerized cross-esterified hydroxy fatty acids found in plant cuticles
http://id.nlm.nih.gov/mesh/2019/C000528 | cycloglutamate | RN given refers to (trans)-(+-)-isomer
http://id.nlm.nih.gov/mesh/2019/C000542 | N-cyclopentylbutanephrine | RN given refers to cpd without isomeric designation; structure
http://id.nlm.nih.gov/mesh/2019/C000543 | cyclopiazonic acid | structure
http://id.nlm.nih.gov/mesh/2019/C001048 | lometraline | an investigative aminotetralin derivative
http://id.nlm.nih.gov/mesh/2019/C001705 | beta-mercaptolactate cysteine disulfide | structure
http://id.nlm.nih.gov/mesh/2019/C002829 | 6 beta-hydroxyestr-4-ene-3,17-dione | structure
http://id.nlm.nih.gov/mesh/2019/C003121 | phosphinothricin | RN given refers to parent cpd with unspecified isomeric designation; structure
http://id.nlm.nih.gov/mesh/2019/C003273 | rimocidin | structure
http://id.nlm.nih.gov/mesh/2019/C003724 | 3-tritylthio-L-alanine | RN & NM given refers to (L)-isomer
http://id.nlm.nih.gov/mesh/2019/C003750 | vallarose | RN is from 9th CI; cpd not found in Chemline 8/83
http://id.nlm.nih.gov/mesh/2019/C003832 | UC-34096 | RN given refers to parent cpd; structure
http://id.nlm.nih.gov/mesh/2019/C000433 | 3-chloroperbenzoic acid | oxidizing agent
http://id.nlm.nih.gov/mesh/2019/C000485 | cinnamycin | 19 amino acid tetracyclic peptide; a globular type B lantibiotic with specific binding to PHOSPHATIDYLETHANOLAMINES of the inner layer of plasma membranes; of unknown MF produced by Streptomyces cinnamomeus
http://id.nlm.nih.gov/mesh/2019/C000487 | citromycin | on hydrolysis gives glycine, an amino sugar & streptolidine; contains no beta lysine
http://id.nlm.nih.gov/mesh/2019/C000506 | cuprimyxin | complex of copper (II) & myxin; topical broad spectrum
http://id.nlm.nih.gov/mesh/2019/C000517 | crotarbital | RN given refers to parent cpd without isomeric designation
http://id.nlm.nih.gov/mesh/2019/C000540 | cyclooctylamine | structure
http://id.nlm.nih.gov/mesh/2019/C000552 | rubrosterone | structure
http://id.nlm.nih.gov/mesh/2019/C000802 | Seda-Miroton | cardiac drug & psychopharmacologic agent; contains Miroton (extracts from Scilla, Convallaria, Oleander and Adonis) & trimetozine
http://id.nlm.nih.gov/mesh/2019/C001158 | esculamine | RN given refers to parent cpd
http://id.nlm.nih.gov/mesh/2019/C001168 | ethisolide | mold metabolites; structure
http://id.nlm.nih.gov/mesh/2019/C001409 | epsilon-hydroxynorleucine | RN given refers to cpd with unspecified isomeric designation
http://id.nlm.nih.gov/mesh/2019/C001598 | chetomin | C31H30N6O6S4, similar to epipolythiodioxopiperazines
http://id.nlm.nih.gov/mesh/2019/C001628 | N'-ethylamidinothiocholine | structure
http://id.nlm.nih.gov/mesh/2019/C001748 | N'-methylamidinothiocholine | RN refers to monobromide; structure
http://id.nlm.nih.gov/mesh/2019/C002656 | 7 alpha-hydroxy-4-cholesten-3-one | structure
http://id.nlm.nih.gov/mesh/2019/C002778 | Orthoheptamine | combination drug consisting of diphenylpropeneamine & heptaminol; has therapeutic action for hypotonic circulation disorders
http://id.nlm.nih.gov/mesh/2019/C003636 | tricaine | request from searcher; RN given refers to parent cpd
http://id.nlm.nih.gov/mesh/2019/C003833 | GP 45699 | antilipemic agent related to clofibrate
http://id.nlm.nih.gov/mesh/2019/C004464 | N-benzoyl-L-arginine | RM given refers to (l)-isomer; structure
http://id.nlm.nih.gov/mesh/2019/C005025 | furazabol | structure
http://id.nlm.nih.gov/mesh/2019/C005880 | xylocholine | RN given refers to parent cpd; see also record for methylxylocholine (RN 363-42-8); structure
http://id.nlm.nih.gov/mesh/2019/C006893 | ureidosuccinic acid | RN given refers to (DL)-isomer
http://id.nlm.nih.gov/mesh/2019/C002374 | mofebutazone | RN given refers to parent cpd; structure
http://id.nlm.nih.gov/mesh/2019/C002751 | normacromerine | RN given refers to cpd without isomeric designation; structure
http://id.nlm.nih.gov/mesh/2019/C002755 | norparanephrine | RN given refers to parent cpd
http://id.nlm.nih.gov/mesh/2019/C003014 | pyruvatoxime | RN given refers to parent cpd
http://id.nlm.nih.gov/mesh/2019/C003165 | plastoquinol | reduced form of plastoquinone
http://id.nlm.nih.gov/mesh/2019/C003284 | quinoderm | used in the therapy of acne; contains potassium hydroxyquinoline sulfate & benzoyl peroxide
http://id.nlm.nih.gov/mesh/2019/C003285 | quinoderm hydrocortisone | used in therapy of acne; contains potassium hydroxyquinoline sulfate, benzoyl peroxide, & hydrocortisone
http://id.nlm.nih.gov/mesh/2019/C003383 | tembetarine | RN given refers to (S)-isomer; structure
http://id.nlm.nih.gov/mesh/2019/C003402 | sapropterin | RN given refers to parent cpd;  co-factor required for catalytic activity of nitric oxide synthases
http://id.nlm.nih.gov/mesh/2019/C003456 | thiotoyocamycin | structure
http://id.nlm.nih.gov/mesh/2019/C004450 | azidoamphenicol | structure
http://id.nlm.nih.gov/mesh/2019/C004831 | 17-acetoxy-7-oxaprogesterone | structure
http://id.nlm.nih.gov/mesh/2019/C004920 | 12 alpha,17'-epoxy-17 alpha-methylprogesterone | structure
http://id.nlm.nih.gov/mesh/2019/C005705 | sanguinarine | bactericidal produces glaucoma in laboratory animals; a phytogenic antineoplastic agent; from Argemonemexicana & Sanguinaria; inhibits glutamate decarboxylase; structure
http://id.nlm.nih.gov/mesh/2019/C006313 | ICI 63197 | structure
http://id.nlm.nih.gov/mesh/2019/C007154 | crotyl phosphate | structure
http://id.nlm.nih.gov/mesh/2019/C008886 | phosphoglycolohydroxamate | inhibits DHAP (dihydroxyacetone phosphate)-converting enzymes; structure
http://id.nlm.nih.gov/mesh/2019/C008890 | phosphoramidon | a membrane metallo-endopeptidase & endothelin-converting enzyme inhibitor; thermolysin inhibitor from culture filtrate of Streptomyces tanashiensis; structure
http://id.nlm.nih.gov/mesh/2019/C009460 | thiochrome diphosphate | binds along with thiamine diphosphate to pyruvate dehydrogenase multienzyme complex
http://id.nlm.nih.gov/mesh/2019/C009908 | methylene-dehydroacetoxy-progesterone | RN given refers to cpd without isomeric designation; structure
http://id.nlm.nih.gov/mesh/2019/C000062 | 2-aminobenzaldehyde | structure
http://id.nlm.nih.gov/mesh/2019/C000115 | jaligonic acid | structure
http://id.nlm.nih.gov/mesh/2019/C000162 | benzyldihydronicotinamide | structure
http://id.nlm.nih.gov/mesh/2019/C000164 | 1-benzylindole | structure
http://id.nlm.nih.gov/mesh/2019/C000168 | benzyltrimethylammonium | RN given refers to parent cpd
http://id.nlm.nih.gov/mesh/2019/C000202 | 2-amino-4-chlorobenzenethiol | for determination of molybdenum in biological materials
http://id.nlm.nih.gov/mesh/2019/C000206 | Uvitex SWN | optical brightner from Ciba; structure
http://id.nlm.nih.gov/mesh/2019/C000217 | Antagosan | Tradename of a product containing aprotinin and urokinase
http://id.nlm.nih.gov/mesh/2019/C000249 | benzylsuccinic acid | inhibitor of carboxypeptidase A
http://id.nlm.nih.gov/mesh/2019/C000272 | N,N'-bis(4-aminophenyl)-N,N'-dimethylethylenediamine | osmiophilic reagent
http://id.nlm.nih.gov/mesh/2019/C000278 | 1,1'-bis(L-alpha,beta-diaminopropionic acid)actinomycin D | lactam analog of actinomycin D in which threonine residues have been replaced by L-alpha, beta-diaminopropionic acid
http://id.nlm.nih.gov/mesh/2019/C000307 | broadcillin | combination drug containing above two cpds
http://id.nlm.nih.gov/mesh/2019/C000347 | 1-N-butyryl-4-cinnamylpiperazine | RN given refers to parent cpd; structure
http://id.nlm.nih.gov/mesh/2019/C000403 | 1-chloro-benzotriazole | chlorinating agent
http://id.nlm.nih.gov/mesh/2019/C000470 | EEDQ | peptide coupling reagent
http://id.nlm.nih.gov/mesh/2019/C000488 | cladosporin | antifungal metabolite from Cladosporium cladosporioides; toxic, minor metabolite of Aspersillus flavus; inhibits tRNA synthetase in Plasmodium falciparum
http://id.nlm.nih.gov/mesh/2019/C000902 | 2,5-diaminotropone | structure
http://id.nlm.nih.gov/mesh/2019/C000904 | dianemycin | polyether, polyalcohol, monocarboxylic acid (with 2 spiro links between rings) antibiotic from Streptomyces hygroscopicus which binds metal monovalent cations; structure in second source
http://id.nlm.nih.gov/mesh/2019/C001004 | 3,5-diisopropylphenyl N-methylcarbamate | structure
http://id.nlm.nih.gov/mesh/2019/C001042 | 2',3-dimethyl-4-aminobiphenyl | RN given refers to parent cpd; structure
http://id.nlm.nih.gov/mesh/2019/C006004 | N-phthalylglycine dimethylamide | structure
http://id.nlm.nih.gov/mesh/2019/C006078 | alpha,alpha-diethyl-3,4-methylenedioxyphenylacetamide | structure
http://id.nlm.nih.gov/mesh/2019/C006651 | aureofungin A | heptaene antibiotic produced by Streptomyces cinnamomeus Benedict var terricol; see also aureofungin B & aureofungin
http://id.nlm.nih.gov/mesh/2019/C007862 | gamma-L-glutamyl-alpha-naphthylamide | glutamyl transpeptidase inhibitor
http://id.nlm.nih.gov/mesh/2019/C008025 | 1-(2-hydroxyethyl)-3-nitro-4-pyrazolecarboxamide | active against both gram-positive & gram-negative bacteria; structure
http://id.nlm.nih.gov/mesh/2019/C008119 | indolyl-3-acetic acid N-methyl-1-phenyl-2,3-dimethyl- | structure
http://id.nlm.nih.gov/mesh/2019/C008120 | indolyl-3-acetic acid (1-phenyl-2,3-dimethyl-5-oxo-4- pyrazolyl) amide | structure
http://id.nlm.nih.gov/mesh/2019/C008554 | 6-purinyl-beta-D-glucothiopyranoside | structure
http://id.nlm.nih.gov/mesh/2019/C008739 | 7-oxo-delta(1)-tetrahydrocannabinol | aldehydic intermediate in metabolism of tetrahydrocannabinol; structure
http://id.nlm.nih.gov/mesh/2019/C015308 | 4-isothiocyanatobenzenesulfonate | inhibitors of acid extrusion; amino-reactive agent; inhibits anion fluxes in erythrocytes; RN given refers to sulfonic acid
http://id.nlm.nih.gov/mesh/2019/C027630 | Win 13099 | antispermatogenic bis-dichloroacetamide; structure
http://id.nlm.nih.gov/mesh/2019/C030205 | aureofungin B | heptaene antibiotic produced by Streptomyces cinnamomeus Benedict var terricol; see also aureofungin A & aureofungin
http://id.nlm.nih.gov/mesh/2019/C000536 | cyclohexylisocyanate | degradation product of 1-(2-chloroethyl)-3-cyclohexyl- 1-nitrosourea; structure
http://id.nlm.nih.gov/mesh/2019/C000578 | exo-bicyclo(3.1.0)hexane-6-carboxylic acid | structure
http://id.nlm.nih.gov/mesh/2019/C000849 | bis(p-chlorophenyl)acetic acid | a metabolite of DDT; RN given refers to parent cpd.
http://id.nlm.nih.gov/mesh/2019/C000959 | diethyl-alpha-fluoroglutarate | an inhibitor of GLUTAMATE DEHYDROGENASE
http://id.nlm.nih.gov/mesh/2019/C001005 | diisopropylphosphorylthiocholine iodide | RN & NM given refers to iodide
http://id.nlm.nih.gov/mesh/2019/C001033 | DMB-rifampicin | inhibitor of nucleic acid polymerases; RN given refers to cpd without isomeric designation
http://id.nlm.nih.gov/mesh/2019/C001090 | acetylenic carbamate | structure
http://id.nlm.nih.gov/mesh/2019/C001226 | fluenethyl | structure
http://id.nlm.nih.gov/mesh/2019/C001236 | 2-fluoroethanol | RN given refers to parent cpd
http://id.nlm.nih.gov/mesh/2019/C001244 | 6-fluorotryptophan | an inhibitor of serotonin synthesis; RN given refers to parent cpd without isomeric designation
http://id.nlm.nih.gov/mesh/2019/C001337 | hexafluoroisopropanol | structure
http://id.nlm.nih.gov/mesh/2019/C001449 | inermin | phytoalexin produced in plants after injection with fungi; RN given refers to (cis-(+-))-isomer; RN for cpd without isomeric designation; structure
http://id.nlm.nih.gov/mesh/2019/C001522 | laudanosine | opium alkaloid
http://id.nlm.nih.gov/mesh/2019/C001584 | benfluorex | RN given refers to parent cpd without isomeric designation; structure
http://id.nlm.nih.gov/mesh/2019/C001586 | N-benzyl salsolidine | structure
http://id.nlm.nih.gov/mesh/2019/C001617 | N,N-dimethyl-2-bromophenylethylamine | RN given refers to parent cpd
http://id.nlm.nih.gov/mesh/2019/C001669 | madecassic acid | structure
http://id.nlm.nih.gov/mesh/2019/C001727 | 7-(4-methoxybenzylamino)-4-nitrobenzoxadiazole | structure
http://id.nlm.nih.gov/mesh/2019/C001747 | Ro 4-6824 | RN given refers to mono-HBr; structure
http://id.nlm.nih.gov/mesh/2019/C001755 | methyl-4,5-benzindan-2-carboxylate | structure
http://id.nlm.nih.gov/mesh/2019/C001757 | N-(2-methylbenzyl)linoleamide | RN given refers to (Z,Z)-isomer; structure
http://id.nlm.nih.gov/mesh/2019/C001769 | veronamine | has cardiovascular effects; RN given refers to (R)-isomer
http://id.nlm.nih.gov/mesh/2019/C001773 | 1,3,2-dioxaphosphorinane-2-oxide | structure
